Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,7,0,4 Yard Run,"(8:34) (No Huddle, Shotgun) C.Rodriguez left guard to NYJ 38 for 4 yards (Q.Stiggers; J.Monroe).",2nd & 2 at NYJ 42
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,8,0,8 Yard Pass,"(8:02) (No Huddle, Shotgun) J.Driskel pass short left to J.McNichols to NYJ 30 for 8 yards (C.Surratt; S.Eguavoen). NYJ-C.Surratt was injured during the play.",1st & 10 at NYJ 38
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,9,0,-1 Yard Run,(7:38) C.Rodriguez right guard to NYJ 31 for -1 yards (Q.Stiggers).,2nd & 2 at NYJ 30
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,10,0,4 Yard Run,"(7:00) (No Huddle, Shotgun) J.Driskel scrambles up the middle to NYJ 27 for 4 yards (Z.Barnes).",3rd & 3 at NYJ 31
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,11,0,7 Yard Pass,"(6:28) (No Huddle, Shotgun) J.Driskel pass short right to J.Dotson pushed ob at NYJ 20 for 7 yards (B.Echols).",1st & 10 at NYJ 27
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,12,0,Run for No Gain,"(6:03) (No Huddle, Shotgun) C.Rodriguez right end to NYJ 20 for no gain (J.Bernard-Converse, Z.Barnes).",2nd & 3 at NYJ 20
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,13,0,Pass Incomplete,"(5:27) (No Huddle, Shotgun) J.Driskel pass incomplete deep right to J.Dotson.",3rd & 3 at NYJ 20
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,3,WAS,0,14,0,Field Goal No Good,"(5:23) R.Patterson 39 yard field goal is No Good, Hit Right Upright, Center-T.Ott, Holder-T.Way.",4th & 3 at NYJ 20
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,4,NYJ,0,1,0,3 Yard Run,(5:18) I.Davis left tackle to NYJ 32 for 3 yards (J.Reaves; M.Walker).,1st & 10 at NYJ 29
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,4,NYJ,0,2,0,6 Yard Run,(4:41) I.Davis right tackle to NYJ 38 for 6 yards (P.Butler).,2nd & 7 at NYJ 32
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,4,NYJ,0,3,0,-3 Yard Run,(4:01) (Shotgun) A.Peasley right end to NYJ 35 for -3 yards (K.Henry).,3rd & 1 at NYJ 38
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,4,NYJ,0,4,0,Punt,"(3:18) T.Morstead punts 31 yards to WAS 34, Center-T.Hennessy, fair catch by D.Davis. ** Injury Update: NYJ-C.Surratt has returned to the game.",4th & 4 at NYJ 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,5,WAS,1,1,0,44 Yard Pass,"(3:11) (Shotgun) J.Driskel pass deep middle to B.Sinnott to NYJ 22 for 44 yards (K.Sheffield, A.Blades).",1st & 10 at WAS 34
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,5,WAS,1,2,0,2 Yard Run,"(2:27) C.Rodriguez left guard to NYJ 20 for 2 yards (T.Smart, Z.Barnes).",1st & 10 at NYJ 22
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,5,WAS,1,3,0,-1 Yard Run,"(2:00) (Shotgun) C.Rodriguez left guard to NYJ 21 for -1 yards (T.Smart, C.Surratt).",2nd & 8 at NYJ 20
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,5,WAS,1,4,0,Pass Incomplete,"(1:22) (No Huddle, Shotgun) J.Driskel pass incomplete deep right to M.Tinsley.",3rd & 9 at NYJ 21
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,5,WAS,1,5,1,Field Goal,"(1:18) R.Ahmed 40 yard field goal is GOOD, Center-T.Ott, Holder-T.Way.",4th & 9 at NYJ 21
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,1,0,Kickoff,R.Patterson kicks 64 yards from WAS 35 to NYJ 1. I.Davis to NYJ 30 for 29 yards (C.Anusiem).,Kickoff from WAS 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,2,0,3 Yard Pass,(1:08) (Shotgun) A.Peasley pass short left to I.Davis pushed ob at NYJ 33 for 3 yards (M.Davis).,1st & 10 at NYJ 30
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,3,0,-5 Yard Penalty,"(1:03) (Shotgun) PENALTY on NYJ-C.Warren, False Start, 5 yards, enforced at NYJ 33 - No Play.",2nd & 7 at NYJ 33
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,4,0,4 Yard Pass,"(1:03) (Shotgun) A.Peasley pass short left to I.Davis to NYJ 32 for 4 yards (J.Reaves, An.Jones).",2nd & 12 at NYJ 28
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,5,0,14 Yard Pass,(:58) (Shotgun) A.Peasley pass short right to M.Corley to NYJ 46 for 14 yards (J.Reaves; D.Hampton).,3rd & 8 at NYJ 32
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,6,0,Pass Incomplete,(:49) (Shotgun) A.Peasley pass incomplete short left to M.Corley.,1st & 10 at NYJ 46
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,7,0,9 Yard Pass,(:44) (Shotgun) A.Peasley pass short left to M.Corley to WAS 45 for 9 yards (N.Igbinoghene).,2nd & 10 at NYJ 46
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,8,0,5 Yard Pass,(:38) (Shotgun) A.Peasley pass short right to M.Corley to WAS 40 for 5 yards (K.Kelly).,3rd & 1 at WAS 45
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,9,0,2 Yard Pass,"(:21) (No Huddle, Shotgun) A.Peasley pass short right to I.Davis pushed ob at WAS 38 for 2 yards (M.Walker).
The Replay Official reviewed the runner was out of bounds ruling, and the play was REVERSED.
(No Huddle, Shotgun) A.Peasley pass short right to I.Davis to WAS 38 for 2 yards (M.Walker).",1st & 10 at WAS 40
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,10,0,Pass Incomplete,(:04) (No Huddle) A.Peasley spiked the ball to stop the clock.,2nd & 8 at WAS 38
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,2ND QUARTER,6,NYJ,1,11,1,Field Goal,"(:03) G.Zuerlein 56 yard field goal is GOOD, Center-T.Hennessy, Holder-T.Morstead.",3rd & 8 at WAS 38
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,1,NYJ,0,1,0,Kickoff,R.Ahmed kicks 59 yards from WAS 35 to NYJ 6. B.Codrington to NYJ 18 for 12 yards (N.Whiteside).,Kickoff from WAS 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,1,NYJ,0,2,0,4 Yard Run,(14:56) (Shotgun) I.Abanikanda right tackle to NYJ 22 for 4 yards (C.Anusiem; A.Pittman).,1st & 10 at NYJ 18
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,1,NYJ,0,3,0,1 Yard Run,(14:21) I.Abanikanda right tackle to NYJ 23 for 1 yard (T.Stallworth).,2nd & 6 at NYJ 22
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,1,NYJ,0,4,0,Pass Incomplete,(13:41) (Shotgun) A.Peasley pass incomplete deep left to L.McCutcheon (N.Igbinoghene).,3rd & 5 at NYJ 23
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,1,NYJ,0,5,0,Punt,"(13:36) T.Morstead punts 52 yards to WAS 25, Center-T.Hennessy. D.Davis to WAS 33 for 8 yards (T.Hennessy).
PENALTY on WAS-T.Castro-Fields, Illegal Block Above the Waist, 10 yards, enforced at WAS 28.",4th & 5 at NYJ 23
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,1,0,6 Yard Pass,(13:24) S.Hartman pass short right to L.McCaffrey to WAS 24 for 6 yards (J.Monroe).,1st & 10 at WAS 18
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,2,0,3 Yard Run,"(12:55) (No Huddle, Shotgun) M.Wiley right guard to WAS 27 for 3 yards (B.Hector, T.McKinley).",2nd & 4 at WAS 24
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,3,0,1 Yard Run,(12:24) (Shotgun) M.Wiley right guard to WAS 28 for 1 yard (J.Key).,3rd & 1 at WAS 27
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,4,0,12 Yard Pass,"(11:43) (No Huddle, Shotgun) S.Hartman pass short left to B.Sinnott to WAS 40 for 12 yards (J.Key; B.Codrington) [B.McGregor].",1st & 10 at WAS 28
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,5,0,7 Yard Run,"(11:11) (No Huddle, Shotgun) M.Wiley left guard to WAS 47 for 7 yards (T.Swilling; M.McCrary-Ball).",1st & 10 at WAS 40
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,6,0,4 Yard Run,"(10:44) (No Huddle, Shotgun) M.Wiley right guard to NYJ 49 for 4 yards (S.Eguavoen; E.Watts).",2nd & 3 at WAS 47
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,7,0,Pass Incomplete,"(10:15) (No Huddle, Shotgun) S.Hartman pass incomplete deep left to B.Tremayne.",1st & 10 at NYJ 49
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,8,0,-10 Yard Penalty,"(10:09) (No Huddle, Shotgun) S.Hartman pass short left to C.Turner ran ob at NYJ 38 for 11 yards.
PENALTY on WAS-C.Turner, Offensive Pass Interference, 10 yards, enforced at NYJ 49 - No Play.",2nd & 10 at NYJ 49
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,9,0,16 Yard Pass,"(9:47) (No Huddle, Shotgun) S.Hartman pass deep middle to B.Tremayne to NYJ 43 for 16 yards (J.Key).",2nd & 20 at WAS 41
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,10,0,Pass Incomplete,"(9:07) (No Huddle, Shotgun) S.Hartman pass incomplete short left to B.Tremayne.",3rd & 4 at NYJ 43
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,2,WAS,0,11,0,Punt,"(9:03) T.Way punts 35 yards to NYJ 8, Center-T.Ott. I.Davis to NYJ 8 for no gain (C.Yankoff; K.Kelly).",4th & 4 at NYJ 43
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,1,0,Pass Incomplete,(8:55) (Shotgun) A.Martinez pass incomplete deep middle to L.McCutcheon (T.Castro-Fields).,1st & 10 at NYJ 8
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,2,0,-4 Yard Penalty,"(8:49) I.Abanikanda left tackle to NYJ 20 for 12 yards (J.Reaves).
PENALTY on NYJ-A.Deculus, Offensive Holding, 4 yards, enforced at NYJ 8 - No Play.",2nd & 10 at NYJ 8
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,3,0,8 Yard Pass,"(8:23) (Shotgun) A.Martinez pass short right to I.Abanikanda to NYJ 12 for 8 yards (M.Walker, C.Anusiem).",2nd & 14 at NYJ 4
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,4,0,11 Yard Run,(7:37) (Shotgun) A.Martinez scrambles right tackle to NYJ 23 for 11 yards (C.Anusiem).,3rd & 6 at NYJ 12
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,5,0,1 Yard Run,"(6:55) I.Abanikanda left tackle to NYJ 24 for 1 yard (An.Jones, J.Davis).",1st & 10 at NYJ 23
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,6,0,3 Yard Run,(6:10) I.Abanikanda right end to NYJ 27 for 3 yards (H.Ndubuisi).,2nd & 9 at NYJ 24
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,7,0,-2 Yard Pass,(5:24) (Shotgun) A.Martinez pass short left to L.Sefcik to NYJ 25 for -2 yards (A.Pittman).,3rd & 6 at NYJ 27
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,3,NYJ,0,8,0,Punt,"(4:45) T.Morstead punts 48 yards to WAS 27, Center-T.Hennessy. D.Davis to WAS 37 for 10 yards (Z.Barnes).",4th & 8 at NYJ 25
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,4,WAS,0,1,0,Pass Incomplete,(4:34) (Shotgun) S.Hartman pass incomplete short right to M.Tinsley (K.Sheffield).,1st & 10 at WAS 37
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,4,WAS,0,2,0,4 Yard Pass,"(4:28) (No Huddle, Shotgun) S.Hartman pass short right to C.Turner to WAS 41 for 4 yards (J.Holmes; T.Smart).",2nd & 10 at WAS 37
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,4,WAS,0,3,0,Pass Incomplete,"(3:46) (No Huddle, Shotgun) S.Hartman pass incomplete deep left to M.Rosemy-Jacksaint.",3rd & 6 at WAS 41
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,4,WAS,0,4,0,Punt,"(3:41) T.Way punts 42 yards to NYJ 17, Center-T.Ott. I.Davis to NYJ 23 for 6 yards (B.Bauer).",4th & 6 at WAS 41
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,5,NYJ,0,1,0,6 Yard Run,(3:33) I.Abanikanda up the middle to NYJ 29 for 6 yards (K.Henry).,1st & 10 at NYJ 23
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,5,NYJ,0,2,0,Pass Incomplete,"(2:51) A.Martinez to NYJ 27 for -2 yards. FUMBLES, and recovers at NYJ 27. A.Martinez pass incomplete deep right.",2nd & 4 at NYJ 29
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,5,NYJ,0,3,0,Pass Incomplete,(2:43) (Shotgun) A.Martinez pass incomplete deep left to L.McCutcheon.,3rd & 4 at NYJ 29
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,3RD QUARTER,5,NYJ,0,4,0,Punt,"(2:38) T.Morstead punts 49 yards to WAS 22, Center-T.Hennessy. D.Davis to WAS 27 for 5 yards (A.Blades; A.Firkser). NYJ-J.Ciarlo was injured during the play.",4th & 4 at NYJ 29
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,1,0,1 Yard Run,(2:24) (Shotgun) M.Wiley left guard to WAS 28 for 1 yard (B.Hector; E.Watts).,1st & 10 at WAS 27
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,2,0,Pass Incomplete,"(1:54) (No Huddle, Shotgun) S.Hartman pass incomplete deep middle to M.Rosemy-Jacksaint.",2nd & 9 at WAS 28
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,3,0,17 Yard Run,"(1:50) (No Huddle, Shotgun) S.Hartman scrambles left end ran ob at WAS 45 for 17 yards (J.Key).",3rd & 9 at WAS 28
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,4,0,5 Yard Pass,"(1:21) (No Huddle, Shotgun) S.Hartman pass short middle to M.Wiley to 50 for 5 yards (B.Codrington, T.Smart).",1st & 10 at WAS 45
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,5,0,-10 Yard Penalty,"(:53) (No Huddle, Shotgun) M.Wiley right guard to NYJ 42 for 8 yards (T.Swilling; J.Key). NYJ-B.Codrington was injured during the play. He is Out. 
PENALTY on WAS-J.Hassenauer, Offensive Holding, 10 yards, enforced at 50 - No Play.",2nd & 5 at 50
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,6,0,19 Yard Pass,(:33) (Shotgun) S.Hartman pass short middle to L.McCaffrey to NYJ 41 for 19 yards (S.Bartholomew).,2nd & 15 at WAS 40
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,7,0,4 Yard Run,"(:07) (No Huddle, Shotgun) Au.Jones up the middle to NYJ 37 for 4 yards (T.Smart; A.Blades).",1st & 10 at NYJ 41
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,8,0,12 Yard Pass,(15:00) (Shotgun) S.Hartman pass short right to K.Allen to NYJ 25 for 12 yards (A.Blades).,2nd & 6 at NYJ 37
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,9,0,-2 Yard Run,"(14:28) (No Huddle, Shotgun) S.Hartman right end to NYJ 27 for -2 yards (E.Watts).",1st & 10 at NYJ 25
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,10,0,9 Yard Pass,"(13:53) (No Huddle, Shotgun) S.Hartman pass short left to M.Rosemy-Jacksaint to NYJ 18 for 9 yards (J.Monroe).",2nd & 12 at NYJ 27
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,11,0,15 Yard Run,"(13:15) (No Huddle, Shotgun) M.Wiley right end pushed ob at NYJ 3 for 15 yards (J.Sirmon).",3rd & 3 at NYJ 18
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,12,0,2 Yard Run,"(12:43) (No Huddle, Shotgun) M.Wiley up the middle to NYJ 1 for 2 yards (B.Codrington, B.McGregor).",1st & 3 at NYJ 3
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,13,0,Touchdown Commanders,"(12:02) (Shotgun) M.Wiley right tackle for 1 yard, TOUCHDOWN.",2nd & 1 at NYJ 1
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,1,WAS,1,14,1,Extra Point Good,"R.Patterson extra point is GOOD, Center-T.Ott, Holder-T.Way.",XP attempt from NYJ 15
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,1,0,Kickoff,"R.Patterson kicks 63 yards from WAS 35 to NYJ 2. X.Valladay to NYJ 25 for 23 yards (M.Walker, D.Hampton).",Kickoff from WAS 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,2,0,9 Yard Pass,(11:51) A.Martinez pass short left to A.Firkser pushed ob at NYJ 34 for 9 yards (K.Jones) [T.Stallworth].,1st & 10 at NYJ 25
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,3,0,4 Yard Run,(11:23) X.Valladay up the middle to NYJ 38 for 4 yards (K.Kelly; K.Jones).,2nd & 1 at NYJ 34
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,4,0,3 Yard Run,"(10:41) X.Valladay right guard to NYJ 41 for 3 yards (K.Jones, H.Ndubuisi).",1st & 10 at NYJ 38
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,5,0,19 Yard Pass,(9:59) (Shotgun) A.Martinez pass short left to T.Harrell pushed ob at WAS 40 for 19 yards (T.Owens).,2nd & 7 at NYJ 41
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,6,0,37 Yard Pass,(9:24) A.Martinez pass deep right to B.Smith to WAS 3 for 37 yards (J.Pierre).,1st & 10 at WAS 40
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,7,0,-2 Yard Run,(8:36) X.Valladay left guard to WAS 5 for -2 yards (J.Jean-Baptiste).,1st & 3 at WAS 3
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,8,0,3 Yard Run,(7:55) (Shotgun) X.Valladay up the middle to WAS 2 for 3 yards (J.Jean-Baptiste).,2nd & 5 at WAS 5
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,9,0,Touchdown Jets,"(7:13) (Shotgun) I.Abanikanda up the middle for 2 yards, TOUCHDOWN.",3rd & 2 at WAS 2
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,2,NYJ,1,10,1,Extra Point Good,"A.Seibert extra point is GOOD, Center-T.Hennessy, Holder-T.Morstead.",XP attempt from WAS 15
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,1,0,Kickoff,"A.Seibert kicks 62 yards from NYJ 35 to WAS 3. K.Allen to WAS 35 for 32 yards (Q.Stiggers, L.McCutcheon).
PENALTY on NYJ-J.Brownlee, Illegal Formation, 5 yards, enforced at WAS 35.",Kickoff from NYJ 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,2,0,-10 Yard Penalty,"(7:02) (Shotgun) J.Driskel pass short right to Au.Jones to WAS 48 for 8 yards (B.Hector).
PENALTY on WAS-D.Davis, Offensive Pass Interference, 10 yards, enforced at WAS 40 - No Play.",1st & 10 at WAS 40
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,3,0,-5 Yard Penalty,"(6:27) (Shotgun) PENALTY on WAS, Delay of Game, 5 yards, enforced at WAS 30 - No Play.",1st & 20 at WAS 30
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,4,0,-9 Yard Sack,"(6:27) (No Huddle, Shotgun) J.Driskel sacked at WAS 16 for -9 yards (L.Taylor).",1st & 25 at WAS 25
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,5,0,9 Yard Run,"(5:46) (No Huddle, Shotgun) Au.Jones left guard to WAS 25 for 9 yards (M.McCrary-Ball, B.Codrington).",2nd & 34 at WAS 16
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,6,0,9 Yard Pass,"(5:01) (Shotgun) J.Driskel pass short middle to Au.Jones to WAS 34 for 9 yards (M.McCrary-Ball, J.Sirmon).",3rd & 25 at WAS 25
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,3,WAS,0,7,0,Punt,"(4:16) T.Way punts 54 yards to NYJ 12, Center-T.Ott. B.Codrington to NYJ 25 for 13 yards (T.Way).",4th & 16 at WAS 34
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,1,0,6 Yard Run,(4:00) D.Jackson right guard to NYJ 31 for 6 yards (An.Jones).,1st & 10 at NYJ 25
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,2,0,Pass Incomplete,(3:52) (Shotgun) A.Martinez pass incomplete deep left to I.Winstead (N.Whiteside) [T.Stallworth].,2nd & 4 at NYJ 31
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,3,0,33 Yard Pass,(3:45) (Shotgun) A.Martinez pass deep right to B.Smith to WAS 36 for 33 yards (T.Owens).,3rd & 4 at NYJ 31
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,4,0,2 Yard Run,(2:54) X.Valladay left tackle to WAS 34 for 2 yards (J.Davis; K.Jones).,1st & 10 at WAS 36
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,5,0,1 Yard Run,(2:49) D.Jackson right end to WAS 33 for 1 yard (J.Harris).,2nd & 8 at WAS 34
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,6,0,13 Yard Run,(2:05) (Shotgun) A.Martinez scrambles left end pushed ob at WAS 20 for 13 yards (B.Nikkel).,3rd & 7 at WAS 33
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,7,0,Run for No Gain,(1:57) X.Valladay up the middle to WAS 20 for no gain (D.Hampton).,1st & 10 at WAS 20
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,8,0,1 Yard Run,(1:12) X.Valladay right tackle to WAS 19 for 1 yard (J.Pierre; D.Hampton).,2nd & 10 at WAS 20
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,9,0,Run for No Gain,(:29) X.Valladay left end to WAS 19 for no gain (N.Whiteside).,3rd & 9 at WAS 19
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,4,NYJ,1,10,1,Field Goal,"(:24) A.Seibert 37 yard field goal is GOOD, Center-T.Hennessy, Holder-T.Morstead.",4th & 9 at WAS 19
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,5,WAS,0,1,0,Kickoff,"A.Seibert kicks 65 yards from NYJ 35 to end zone, Touchback to the WAS 30.",Kickoff from NYJ 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,5,WAS,0,2,0,Pass Incomplete,(:21) (Shotgun) J.Driskel pass incomplete deep right to L.McCaffrey (B.Codrington) [T.McKinley].,1st & 10 at WAS 30
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,5,WAS,0,3,0,5 Yard Pass,"(:14) (No Huddle, Shotgun) J.Driskel pass short left to C.Yankoff to WAS 35 for 5 yards (S.Bartholomew).",2nd & 10 at WAS 30
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,5,WAS,0,4,0,Pass Incomplete,(:02) (No Huddle) J.Driskel spiked the ball to stop the clock.,3rd & 5 at WAS 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,5,WAS,0,5,0,-5 Yard Penalty,"(:01) (Shotgun) PENALTY on WAS-M.Brooks, False Start, 5 yards, enforced at WAS 35 - No Play.",4th & 5 at WAS 35
2024,Preseason Week 1,SAT,08/10,Commanders,Jets,4TH QUARTER,5,WAS,0,6,0,Turnover on Downs,"(:01) (No Huddle, Shotgun) J.Driskel pass incomplete short right to K.Allen.",4th & 10 at WAS 30
2024,Preseason Week 1,SAT,08/10,Bears,Bills,1ST QUARTER,1,CHI,1,1,0,Kickoff,"T.Bass kicks 65 yards from BUF 35 to end zone, Touchback to the CHI 30. Kick through end zone.",Kickoff from BUF 35
